OBJECTID,CNSTRNT_TYPE_CD,TRVL_DRCT_CD,RTE_NM,CNSTRNT_DELAY_FLAG,CNSTRNT_DETOUR_FLAG,RDWAY_NM,CNSTRNT_METRO_FLAG,LMT_FROM_DSCR,LMT_TO_DSCR,COND_DSCR,FROM_RMKR_NBR,FROM_DISP_MS,TO_RMKR_NBR,TO_DISP_MS,CREATE_TS,ROW_UPDT_STAT_FLAG,TXDOT_COUNTY_NBR,HCRS_CNTYWIDE_FLAG,COND_START_TS,COND_END_TS,Latitude,Longitude
581,Z,EW,FM1396,N,N,,N,2.775 Miles East of FM2029 on FM1396,,The roadway is closed due to high water. water over FM 13976 at Bois D Arc,632,0.152,632,0.152,6/22/2015 12:20,1,75,,6/22/2015 12:15,6/23/2015 0:00,33.68205625,-95.98540111
582,F,NS,US0069,N,N,,N,0.7  Miles North of TRAM RD,,Water over roadway. Water over turnaround at Jefferson Co.  line,514,0.5,514,0.5,6/22/2015 9:32,1,101,,6/22/2015 9:31,6/22/2015 12:00,30.18951778,-94.18855145
583,Z,NS,IH0035,N,Y,,N,3.145 Miles North of FM1202 on IH0035,,"Exit ramp closed. Frontage road only, main lanes are open. Water over roadway. Red River frontage road closed: underpass closed due to flooding.  Main lanes are not affected.   Please do not travel across high water.  Please use alternate route. ",504,-0.25,504,-0.25,6/22/2015 13:04,0,49,,6/22/2015 13:03,6/29/2015 18:00,33.72567106,-97.16090787
584,F,NS,US0069,N,N,,N,3.022 Miles South of US0096 on US0069,,Water over roadway. ,516,-0.74,516,-0.74,6/23/2015 7:34,0,101,,6/23/2015 7:33,6/29/2015 12:00,30.17651767,-94.18582115
585,F,NS,US0069,N,N,,N,1.846 Miles South of US0096 on US0069,,Water over roadway. ,514,0.236,514,0.236,6/23/2015 7:47,1,101,,6/23/2015 7:46,6/29/2015 12:00,30.19313221,-94.19004064
586,F,NS,US0096,N,N,,N,3.147 Miles North of FM0421 on US0096,,Water over roadway. ,448,0.246,448,0.246,6/23/2015 7:23,1,101,,6/23/2015 7:22,6/29/2015 12:00,30.28644265,-94.19119203
587,F,NS,US0069,N,N,,N,1.344 Miles North of SH0105 on US0069,,Water over roadway. ,518,-0.781,518,-0.781,6/23/2015 7:25,0,101,,6/23/2015 7:24,6/23/2015 12:00,30.1493723,-94.1796876
588,Z,NS,FM0100,N,N,,N,1.558 Miles North of FM0409 on FM0100,,The roadway is closed due to high water. ,198,-0.101,198,-0.101,6/23/2015 9:07,0,75,,6/23/2015 9:05,6/25/2015 0:00,33.75864274,-95.91587544
589,Z,,FM1396,N,N,,N,2.813 Miles East of FM2029 on FM1396,,The roadway is closed due to high water. Bois D Arc over road,632,0.19,632,0.19,6/23/2015 9:14,0,75,,6/23/2015 9:11,6/24/2015 0:00,33.68166844,-95.9849325
590,F,S,IH0069,N,N,,N,1.53 Miles East of FM2759 on IH0069,,"Frontage road only, main lanes are open. Brazos River Turn Around southbound only closed; frontage road and main lanes are open.  Closure is due to river being out of banks from recent flooding conditions. ",536,-0.533,536,-0.533,6/23/2015 15:19,1,80,,6/23/2015 15:18,6/24/2015 12:30,29.56893525,-95.66691521
591,F,N,IH0069,N,N,,N,1.333 Miles East of FM2759 on IH0069,,"Frontage road only, main lanes are open. IH 69/US 59 Northbound Brazos River TURNAROUND CLOSED due to water over roadway. 
IH 69/US 59 Northbound MAIN and FRONTAGE Lanes are OPEN",536,-0.336,536,-0.336,6/24/2015 13:18,1,80,,6/24/2015 13:16,6/25/2015 12:45,29.56724791,-95.66960695
592,F,EW,SH0236,N,N,,N,1166.88 Feet South of PR0014 on SH0236,,The roadway is closed due to high water. Use alternate route,368,-0.057,368,-0.057,6/25/2015 13:05,1,50,,6/1/2015 7:49,7/2/2015 14:00,31.31369049,-97.47275541
593,Z,S,US0059,N,N,,N,5.442 Miles North of IH0030 on US0059,,The roadway is closed due to high water. Southbound lanes closed by Arkansas due to flood waters on road. ,204,0.01,204,0.01,6/26/2015 11:00,0,19,,6/26/2015 10:56,6/27/2015 17:00,33.54925557,-94.04346008
594,Z,NS,US0059,N,N,,N,4.758 Miles North of IH0030 on US0059,,The roadway is closed due to flooding. Northbound and southbound traffic closed due to flooding from the Red River,204,0.694,204,0.694,6/26/2015 13:23,0,19,,6/26/2015 13:20,6/27/2015 17:00,33.53935899,-94.04426036
595,Z,NS,US0059,N,N,,N,4.758 Miles North of IH0030 on US0059,,The roadway is closed due to flooding. Northbound and southbound traffic closed due to flooding from the Red River,204,0.694,204,0.694,6/27/2015 4:50,0,19,,6/27/2015 4:49,6/29/2015 17:00,33.53935899,-94.04426036
596,Z,NS,US0059,N,N,,N,4.758 Miles North of IH0030 on US0059,,The roadway is closed due to flooding. Northbound and southbound traffic closed due to flooding from the Red River,204,0.694,204,0.694,6/28/2015 8:24,0,19,,6/28/2015 8:23,6/30/2015 17:00,33.53935899,-94.04426036
597,Z,NS,US0059,N,N,,N,4.758 Miles North of IH0030 on US0059,,The roadway is closed due to flooding. Northbound and southbound traffic closed due to flooding from the Red River,204,0.694,204,0.694,6/28/2015 8:25,0,19,,6/28/2015 8:23,6/30/2015 17:00,33.53935899,-94.04426036
598,Z,NS,US0059,N,N,,N,4.758 Miles North of IH0030 on US0059,,The roadway is closed due to flooding. Northbound and southbound traffic closed due to flooding from the Red River,204,0.694,204,0.694,6/30/2015 7:17,0,19,,6/30/2015 7:16,7/1/2015 17:00,33.53935899,-94.04426036
599,F,NS,SH0136,N,N,,N,42.24 Feet North of FM0293 on SH0136,,Water over roadway. ,112,0.776,112,0.776,7/6/2015 20:41,1,188,,7/6/2015 20:32,7/6/2015 23:00,35.3532738,-101.6424232
600,F,NS,US0087,N,N,,N,1.436 Miles North of FM0400 on US0087,,Water over roadway. Water over road; From FM 1317 to Tahoka city limits.  Travel discourage.  ,296,-0.262,296,-0.262,7/6/2015 21:45,0,153,,7/6/2015 21:45,7/7/2015 9:00,33.21505213,-101.8029265
601,F,NS,FM0586,Y,N,,N,0.759 Miles South of US0377 on FM0586,,Low water crossings are flooding. water over the road.   Small vehicles should take alternate route.  ,364,0.444,364,0.444,7/8/2015 6:46,0,25,,7/8/2015 6:35,7/8/2015 15:00,31.53244285,-99.08255233
602,F,NS,FM0586,Y,N,,N,0.759 Miles South of US0377 on FM0586,,Water over roadway. Use alternate routeRoad Closed at Indian Creek.   Water over the road.   Impassible at this time. ,364,0.444,364,0.444,7/8/2015 7:31,1,25,,7/8/2015 7:28,7/8/2015 15:00,31.53244285,-99.08255233
603,Z,EW,IH0020,N,Y,,N,100.32 Feet East of SH0006 on IH0020,,"Frontage road only, main lanes are open. EXIT RAMP AT MM 341 AT SH 6 OFF IH 20 IS CLOSED DUE TO WATER OVER FRONTAGE ROADS ON THE NORTH AND SOUTH SIDE OF OVERPASS.   WEST BOUND WILL HAVE TO EXIT AT SP 490.   EAST BOUND WILL HAVE TO EXIT AT MM 343. ",341,-0.259,341,-0.259,7/8/2015 11:24,0,68,,7/8/2015 11:16,7/8/2015 20:30,32.37652868,-98.83051216
604,F,EW,SH0036,N,N,,N,0  Miles West of FM0588,,Water over roadway. ,368,-0.66,368,-0.66,7/8/2015 11:34,1,47,,7/8/2015 11:28,7/8/2015 17:00,31.98342946,-98.70403244
605,Z,NS,FM2125,N,N,,N,3.508 Miles North of FM2632 on FM2125,,"The roadway is closed due to flooding. At Spillway Road,  private tank dam compromised",338,0.039,338,0.039,7/8/2015 16:50,0,25,,7/8/2015 16:46,7/9/2015 9:00,31.82954931,-99.00339426
606,Z,NS,FM2125,N,N,,N,3.508 Miles North of FM2632 on FM2125,,"The roadway is closed due to flooding. At Spillway Road,  private tank dam compromised",338,0.039,338,0.039,7/8/2015 20:58,1,25,,7/8/2015 20:45,7/9/2015 12:00,31.82954931,-99.00339426
607,F,EW,FM0285,Y,Y,,N,834.24 Feet East of FM2301 on FM0285,,Use alternate routeroad is closed due to water over road.  over 2 feet of water over the roadway.  detour north and south on sh207 on the east end or 2301 on the west end  ,318,0.131,318,0.131,7/9/2015 19:28,1,6,,7/9/2015 19:21,7/10/2015 18:00,34.76359334,-101.5438161
608,Z,EW,US0180,Y,Y,,N,1.828 Miles West of SH0137 on US0180,,"The roadway is closed due to high water. US 180 west to Seminole is closed due to high water, use alternate route.  All FM roads are flooding also, low water crossings are flooded and could have debris.  Dawson county received very heavy rain in a short amount of time.  Heavy run off from fields has flooded low areas, travel with caution. ",286,0.607,286,0.607,7/10/2015 21:52,0,58,,7/10/2015 21:35,7/13/2015 9:00,32.73080701,-101.9925391
609,Z,NS,FM0829,Y,N,,N,1.427 Miles North of US0180 on FM0829,,The roadway is closed due to flooding. FM 829 2 miles north of US 180 to FM 1064 is closed due to flooding and road damage from heavy rain run off.  use alternate route,272,-0.512,272,-0.512,7/11/2015 9:42,0,58,,7/11/2015 9:39,7/13/2015 9:30,32.7334838,-102.0789326
610,Z,EW,US0180,Y,Y,,N,1.828 Miles West of SH0137 on US0180,,"The roadway is closed due to high water. US 180 west to Seminole is closed due to high water, use alternate route.  East bound traffic from Seminole will detour south on FM 829, then east on FM 2051, then north on SH 349 to Lamesa.  West bound traffic will have to detour this same route.  Take SH 137 south to the SH 137 & SH 349 wye, then take SH 349 south to FM 2051, then west on FM 2051 to FM 829 north up to US 180. ",286,0.607,286,0.607,7/11/2015 9:47,0,58,,7/11/2015 9:43,7/17/2015 9:30,32.73080701,-101.9925391
611,Z,NS,FM0829,Y,N,,N,1.427 Miles North of US0180 on FM0829,,The roadway is closed due to flooding. FM 829 2 miles north of US 180 to FM 1064 is closed due to flooding and road damage from heavy rain run off.  use alternate route,272,-0.512,272,-0.512,7/11/2015 9:48,0,58,,7/11/2015 9:47,7/17/2015 9:30,32.7334838,-102.0789326
612,Z,NS,FM0829,Y,N,,N,1.427 Miles North of US0180 on FM0829,,The roadway is closed due to flooding. FM 829 2 miles north of US 180 to FM 1064 is closed due to flooding and road damage from heavy rain run off.  The road is torn up and not passable.  use alternate route,272,-0.512,272,-0.512,7/16/2015 8:38,1,58,,7/16/2015 8:36,7/31/2015 8:30,32.7334838,-102.0789326
613,F,NS,US0385,N,N,,N,1626.24 Feet South of SH0086 on US0385,,Water over roadway. ,148,0.894,148,0.894,7/20/2015 16:51,1,35,,7/20/2015 16:35,7/20/2015 19:00,34.54659678,-102.3118089
614,F,EW,FM2392,N,N,,N,0.996 Miles West of US0385 on FM2392,,Water over roadway. ,268,0.963,268,0.963,7/20/2015 16:54,1,35,,7/20/2015 16:51,7/20/2015 19:00,34.55588759,-102.3298259
615,F,E,SH0183,N,N,,N,1003.2 Feet West of SS0482 on SH0183,,ALL main lanes closed. All eastbound SH 183 lanes closed east of Loop 12. ,592,0.937,592,0.937,10/23/2015 11:30,0,57,,10/23/2015 11:29,10/24/2015 0:00,32.83685489,-96.91144699
616,F,EW,FM0064,Y,N,,N,110.88 Feet East of FM1530 on FM0064,,Water over roadway. Water over road. ,652,-0.442,652,-0.442,10/23/2015 13:32,1,60,,10/23/2015 13:31,10/24/2015 17:00,33.37762839,-95.72869862
617,Z,EW,FM0071,N,N,,N,2.2  Miles East of FM1531,,The roadway is closed due to high water. ,646,1,646,1,10/23/2015 14:51,1,113,,10/23/2015 14:49,10/25/2015 8:00,33.2480078,-95.78737295
618,F,EW,FM0217,N,N,,N,42.24 Feet East of FM2955 on FM0217,,Water over roadway. ,532,-0.874,532,-0.874,10/23/2015 23:52,0,50,,10/23/2015 23:28,10/24/2015 18:00,31.61789124,-97.79993381
619,F,NS,SH0075,N,N,,N,464.64 Feet East of SL0262 on SH0075,,Water over roadway. Use alternate routeRoadway is Flooded. ,326,0.322,326,0.322,10/24/2015 6:34,1,82,,10/24/2015 6:28,10/24/2015 15:00,31.87784827,-96.3270017
620,Z,NS,SH0075,N,N,,N,459.36 Feet East of SL0262 on SH0075,,The roadway is closed due to flooding. Roadway is Flooded. ,326,0.321,326,0.321,10/24/2015 6:35,1,82,,10/24/2015 6:28,10/24/2015 15:00,31.87784409,-96.32701799
621,F,EW,RM1888,Y,Y,,N,0.823 Miles East of RM1376 on RM1888,,Low water crossings are flooding. Road Closed at Hunters Creek,476,0.823,476,0.823,10/24/2015 7:41,0,87,,10/24/2015 7:36,10/24/2015 12:00,30.16367622,-98.72860775
622,F,NS,RM1376,Y,N,,N,0.9 Miles South of RM1888 on RM1376,,Low water crossings are flooding. Water over road at Hunters Creek,454,-0.994,454,-0.994,10/24/2015 7:43,0,87,,10/24/2015 7:41,10/24/2015 12:00,30.15101613,-98.73687171
623,Z,S,IH0035,N,N,,N,1.082 Miles East of SL0353 on IH0035,,The roadway is closed due to high water. Southbound IH 35 closed at Cassin Road (Leon Creek) due to high water. ,146,0.396,146,0.396,10/24/2015 8:26,0,15,,10/24/2015 8:20,10/24/2015 12:00,29.32841703,-98.58804589
624,F,NS,FM0724,Y,N,,N,4.28 Miles West of SH0064 on FM0724,,Water over roadway. ,290,-0.922,290,-0.922,10/24/2015 10:04,1,212,,10/24/2015 9:54,10/24/2015 22:00,32.3995718,-95.46057363
625,F,EW,RM1888,Y,Y,,N,0.823 Miles East of RM1376 on RM1888,,Low water crossings are flooding. Road is currently open but it is still raining.   Use caution at low water crossings. ,476,0.823,476,0.823,10/24/2015 10:15,1,87,,10/24/2015 10:14,10/24/2015 16:00,30.16367622,-98.72860775
626,F,EW,RM1631,Y,N,,N,0.776 Miles South of RM1323 on RM1631,,Low water crossings are flooding. Water over roadway. Water over the road at Willow Creek. ,484,-0.745,484,-0.745,10/24/2015 10:30,1,87,,10/24/2015 10:28,10/24/2015 16:00,30.3743969,-98.66458937
627,Z,NS,FM0532,N,N,,N,2127.84 Feet East of FM0795 on FM0532,,The roadway is closed due to high water. ,562,0.889,562,0.889,10/24/2015 16:32,1,90,,10/24/2015 16:25,10/25/2015 15:00,29.55140335,-97.28166175
628,Z,NS,FM1115,N,N,,N,1.843 Miles North of FM1296 on FM1115,,The roadway is closed due to flooding. ,480,-0.137,480,-0.137,10/24/2015 18:43,1,90,,10/24/2015 18:40,10/25/2015 15:15,29.72382253,-97.28128248
629,Z,E,SL1604,N,N,,N,1261.92 Feet West of FM1535 on SL1604,,The roadway is closed due to high water. Eastbound Loop 1604 closed at NW Military due to high water. ,522,0.451,522,0.451,10/24/2015 8:47,0,15,,10/24/2015 8:26,10/24/2015 12:00,29.59803273,-98.5671803
630,F,NS,US0287,Y,Y,,N,0.615 Miles West of FM0059 on US0287,,Low water crossings are flooding. All Northbound traffic must divert to FM 59 north to Crossroads/Athens,574,-0.418,574,-0.418,10/24/2015 10:12,0,1,,10/24/2015 10:05,10/25/2015 10:00,31.95868947,-95.98594866
631,F,NS,RM1376,Y,N,,N,0.9 Miles South of RM1888 on RM1376,,Low water crossings are flooding. Road is currently open but it is still raining. ,454,-0.994,454,-0.994,10/24/2015 10:14,1,87,,10/24/2015 10:11,10/24/2015 16:00,30.15101613,-98.73687171
632,F,NS,FM1289,N,N,,N,2.7  Miles South of SH0185,,"Water over roadway. Road not closed Use caution 
Water may enter roadway at Coloma Creek with heavy rain. ",564,-0.549,564,-0.549,10/24/2015 13:51,0,29,,10/24/2015 14:00,10/26/2015 10:30,28.47434988,-96.55679405
633,F,N,IH0045,N,Y,,N,105.6 Feet South of US0084 on IH0045,,Water over roadway. Use alternate routeI-45 Northbound is closed due to flooding in Navarro County.  Traffic is being detoured on to US 84 in Fairfield,198,-0.506,198,-0.506,10/24/2015 19:30,1,82,,10/24/2015 19:24,10/25/2015 7:00,31.71443791,-96.17647007
634,Z,N,IH0045,N,Y,,N,279.84 Feet South of US0084 on IH0045,,The roadway is closed due to high water. Use alternate routeI-45 Northbound is closed due to flooding in Navarro County.  Traffic is being detoured on to US 84 in Fairfield. ,197,0.509,197,0.509,10/24/2015 19:37,1,82,,10/24/2015 19:34,10/25/2015 7:00,31.71398755,-96.17633046
635,F,NS,FM0066,N,N,,N,1.115 Miles East of FM0308 on FM0066,,Water over roadway. ,584,0.673,584,0.673,10/24/2015 19:37,1,71,,10/24/2015 19:34,10/25/2015 12:00,32.2767255,-97.00476977
636,F,E,FM0308,N,N,,N,2497.44 Feet South of US0077 on FM0308,,Dirt and debris over roadway; travel with caution. ,316,-1.882,316,-1.882,10/24/2015 19:42,1,71,,10/24/2015 19:37,10/26/2015 23:30,32.11548787,-96.94517683
637,F,NS,FM0055,N,N,,N,1.1 Miles North of FM2930 on FM0055,,The roadway is closed due to high water. ,310,-0.154,310,-0.154,10/24/2015 19:44,1,71,,10/24/2015 19:43,10/25/2015 14:00,32.14772252,-96.75058632
638,Z,E,US0290,N,N,,N,0.601 Miles East of SL0008 on US0290,,The roadway is closed due to flooding. ,730,0.642,730,0.642,10/24/2015 21:35,0,102,,10/24/2015 21:32,10/25/2015 21:30,29.86958347,-95.54681067
639,F,E,US0290,Y,N,,N,0.508 Miles East of SL0008 on US0290,,Water over roadway. Frontage road cloverleaf from W.  Little York to US 290 eastbound. ,730,0.55,730,0.55,10/24/2015 21:59,0,102,,10/24/2015 22:00,10/24/2015 23:45,29.87018928,-95.5481777
640,F,NS,FM0141,N,N,,N,1.988 Miles North of FM1697 on FM0141,,Water over roadway. ,438,-0.209,438,-0.209,10/25/2015 8:11,1,144,,10/25/2015 8:09,10/26/2015 8:00,30.32216689,-96.78683568
641,F,NS,FM0876,N,N,,N,7.52 Miles South of FM1493 on FM0876,,The roadway is closed due to high water. ,304,-0.149,304,-0.149,10/25/2015 8:53,0,71,,10/25/2015 8:51,10/26/2015 8:45,32.2435151,-96.92005111
642,F,NS,FM0876,N,N,,N,7.494 Miles South of FM1493 on FM0876,,The roadway is closed due to roadway wash-out. ,304,-0.175,304,-0.175,10/25/2015 10:44,0,71,,10/25/2015 8:53,10/25/2015 17:00,32.24387993,-96.91992692
643,Z,NS,FM1680,N,N,,N,3.511 Miles South of IH0010 on FM1680,,The roadway is closed due to flooding. ,482,0.755,482,0.755,10/25/2015 11:31,1,90,,10/25/2015 11:29,10/25/2015 22:30,29.64401413,-97.23892545
644,F,NS,FM0876,N,N,,N,7.52 Miles South of FM1493 on FM0876,,The roadway is closed due to high water. ,304,-0.149,304,-0.149,10/25/2015 10:53,1,71,,10/25/2015 10:52,10/25/2015 11:00,32.2435151,-96.92005111
645,F,E,FM1093,N,N,,N,1.812 Miles East of FM0723 on FM1093,,Water over roadway. High Water on Roadway,660,0.588,660,0.588,10/25/2015 18:00,1,80,,10/25/2015 17:54,10/25/2015 21:00,29.70505049,-95.71551149
646,F,EW,SL0008,N,N,,N,0.634 Miles West of SH0035 on SL0008,,"Frontage road only, main lanes are open. The roadway is closed due to high water. In the turnaround there is high water.  Road is closed ",692,-0.396,692,-0.396,10/26/2015 9:56,1,102,,10/26/2015 9:38,10/26/2015 15:00,29.60043701,-95.29865666
647,F,EW,SL0008,N,N,,N,0.523 Miles West of SH0035 on SL0008,,"Frontage road only, main lanes are open. The roadway is closed due to high water. In the turnaround there is high water.   Roadway is close at the U-Turn.  ",692,-0.507,692,-0.507,10/27/2015 11:57,1,102,,10/27/2015 11:51,10/28/2015 12:00,29.60039397,-95.29650883
648,F,N,IH0035,N,N,,N,0.2  Miles North of BI0035J,,Water over roadway. Northbound entrance ramp closed due to flooding. ,217,-0.5,217,-0.5,10/30/2015 8:36,1,106,,10/30/2015 8:33,10/30/2015 12:00,30.02969427,-97.84882036
649,F,E,IH0410,N,N,,N,295.68 Feet West of IH0035 on IH0410,,Water over roadway. Eastbound IH 410 to NB IH 35 Closed due to high water. ,26,0.807,26,0.807,10/30/2015 9:10,0,15,,10/30/2015 9:07,10/30/2015 12:00,29.52117359,-98.39537841
650,F,NS,RM0032,N,N,,N,253.44 Feet West of FM3424 on RM0032,,"Low water crossings are flooding. Water over roadway. Use alternate routeThe intersection of RM 32 at FM 3424 is closed due to flooding.   Do not move barricades.   Turn around, don't drown. ",514,-0.936,514,-0.936,10/30/2015 9:20,1,46,,10/30/2015 8:48,10/30/2015 17:00,29.94163564,-98.20876686
651,F,NS,FM1101,N,N,,N,0.753 Miles East of FM0306 on FM1101,,"Low water crossings are flooding. Water over roadway. Use alternate routeFM 1101 at Alligator Creek is closed for flooding.   Do not move barricades.   Turn around, don't drown. ",516,0.594,516,0.594,10/30/2015 9:29,0,46,,10/30/2015 9:21,10/30/2015 17:00,29.72498538,-98.06018716
652,F,EW,SH0046,N,N,,N,2.033 Miles West of FM3159 on SH0046,,"Low water crossings are flooding. Water over roadway. Use alternate routeSH 46 at Big's Gas Station is closed for water over the roadway.   Do not move barricades.   Turn around, don't drown. ",506,-0.82,506,-0.82,10/30/2015 9:59,1,46,,10/30/2015 9:54,10/30/2015 17:00,29.80377039,-98.3817981
653,F,EW,SH0046,N,N,,N,2.125 Miles East of US0281 on SH0046,,"Low water crossings are flooding. Water over roadway. Use alternate routeSH 46 at The Antler Cafe has water over the roadway.   Do not move barricades.   Turn around, don't drown. ",504,0.864,504,0.864,10/30/2015 10:01,1,46,,10/30/2015 9:59,10/30/2015 17:00,29.80330319,-98.38509116
654,F,NS,FM2673,N,N,,N,2476.32 Feet West of FM3159 on FM2673,,"Low water crossings are flooding. Water over roadway. Use alternate routeFM 2673 at Canyon Bend is underwater.   Do not move barricades.   Turn around, don't drown. ",506,0.176,506,0.176,10/30/2015 10:09,1,46,,10/30/2015 10:02,10/30/2015 17:00,29.84432986,-98.27404366
